,Annee2,Universite1,Universite2,Nom,Lat1,Long1,Lat2,Long2
1232,2000,Paris 1,Universite de Poitiers. Departement de geographie,1,48.8468,2.34488,46.58596,0.34601
1233,2000,Paris 1,Versailles-St Quentin en Yvelines,2,48.8468,2.34488,48.79959,2.14159
1234,2000,Paris 10,Besancon,1,48.90245,2.21238,47.2408,6.02265
1235,2000,Paris 10,Brest,1,48.90245,2.21238,48.39803,-4.5077
1236,2000,Paris 10,Montpellier 1,1,48.90245,2.21238,43.61583,3.87203
1237,2000,Paris 10,Perpignan,1,48.90245,2.21238,42.6844,2.89854
1238,2000,Paris 11,Amiens,1,48.70997,2.1531,49.87584,2.26446
1239,2000,Paris 11,Cergy-Pontoise,1,48.70997,2.1531,49.03889,2.07415
1240,2000,Paris 11,Metz,1,48.70997,2.1531,48.6962,6.17634
1241,2000,Paris 11,"Palaiseau, Ecole polytechnique",1,48.70997,2.1531,48.71317,2.21022
1242,2000,Paris 11,Paris 7,1,48.70997,2.1531,48.851906,2.340105
1243,2000,Paris 11,Tours,1,48.70997,2.1531,47.38376,0.67367
1244,2000,Paris 11,Universite Paris-Est Creteil Val de Marne (UPEC),1,48.70997,2.1531,48.78852,2.4437
1245,2000,Paris 11,Universite de Marne-la-Vallee,1,48.70997,2.1531,48.6962,6.17634
1246,2000,Paris 13,Tours,1,48.95793,2.34071,47.38376,0.67367
1247,2000,Paris 2,Paris 11,1,48.8468,2.34488,48.70997,2.1531
1248,2000,Paris 3,Aix-Marseille 1,1,48.8489,2.34313,43.2935,5.35781
1249,2000,Paris 3,Angers,1,48.8489,2.34313,47.478,-0.548273
1250,2000,Paris 3,Montpellier 3,1,48.8489,2.34313,43.63279,3.86924
1251,2000,Paris 3,Rennes 1,1,48.8489,2.34313,48.11585,-1.67298
1252,2000,Paris 4,Clermont-Ferrand 2,1,48.851304,2.340246,45.77056,3.08791
1253,2000,Paris 4,ENSMP,1,48.851304,2.340246,48.7132,2.19972
1254,2000,Paris 4,Lille 1,1,48.851304,2.340246,50.6314,3.07497
1255,2000,Paris 4,Lille 3,1,48.851304,2.340246,50.6314,3.07497
1256,2000,Paris 4,Lyon 2,1,48.851304,2.340246,45.7492,4.83714
1257,2000,Paris 4,Montpellier 3,1,48.851304,2.340246,43.63279,3.86924
1258,2000,Paris 4,Paris 11,2,48.851304,2.340246,48.70997,2.1531
1259,2000,Paris 4,Paris 13,1,48.851304,2.340246,48.95793,2.34071
1260,2000,Paris 4,Paris 6,1,48.851304,2.340246,48.851304,2.340246
1261,2000,Paris 4,Rennes 1,1,48.851304,2.340246,48.11585,-1.67298
1262,2000,Paris 4,Rennes 2,2,48.851304,2.340246,48.12064,-1.70333
1263,2000,Paris 4,Rouen,1,48.851304,2.340246,49.4583,1.06895
1264,2000,Paris 4,Universite Pierre Mendes France (Grenoble),1,48.851304,2.340246,45.19159,5.76726
1265,2000,Paris 5,Caen,1,48.851906,2.340105,49.18884,-0.36382
1266,2000,Paris 5,Metz,1,48.851906,2.340105,48.6962,6.17634
1267,2000,Paris 5,Rennes 1,1,48.851906,2.340105,48.11585,-1.67298
1268,2000,Paris 5,Rouen,1,48.851906,2.340105,49.4583,1.06895
1269,2000,Paris 6,Aix-Marseille 2,1,48.851304,2.340246,43.2935,5.35781
1270,2000,Paris 6,Bordeaux 2,1,48.851304,2.340246,44.809966,-0.596578
1271,2000,Paris 6,Lille 1,1,48.851304,2.340246,50.6314,3.07497
1272,2000,Paris 6,Montpellier 1,1,48.851304,2.340246,43.61583,3.87203
1273,2000,Paris 6,Paris 11,1,48.851304,2.340246,48.70997,2.1531
1274,2000,Paris 6,Paris 7,1,48.851304,2.340246,48.851906,2.340105
1275,2000,Paris 6,Poitiers,1,48.851304,2.340246,46.58596,0.34601
1276,2000,Paris 7,Amiens,1,48.851906,2.340105,49.87584,2.26446
1277,2000,Paris 7,Bordeaux 2,1,48.851906,2.340105,44.809966,-0.596578
1278,2000,Paris 7,Dijon,1,48.851906,2.340105,47.31274,5.06637
1279,2000,Paris 7,Lille 3,1,48.851906,2.340105,50.6314,3.07497
1280,2000,Paris 7,Lyon 2,1,48.851906,2.340105,45.7492,4.83714
1281,2000,Paris 7,Lyon 3,1,48.851906,2.340105,45.747027,4.860547
1282,2000,Paris 7,Montpellier 2,1,48.851906,2.340105,43.61583,3.87203
1283,2000,Paris 7,Paris 10,1,48.851906,2.340105,48.90245,2.21238
1284,2000,Paris 7,Paris 11,2,48.851906,2.340105,48.70997,2.1531
1285,2000,Paris 7,Paris 3,1,48.851906,2.340105,48.8489,2.34313
1286,2000,Paris 8,Artois,1,48.946,2.36213,50.2847,2.79112
1287,2000,Paris 8,Lille 1,1,48.946,2.36213,50.6314,3.07497
1288,2000,Paris 8,Lille 2,1,48.946,2.36213,50.6314,3.07497
1289,2000,Paris 8,Montpellier 3,1,48.946,2.36213,43.63279,3.86924
1290,2000,Paris 8,Paris 3,1,48.946,2.36213,48.8489,2.34313
1291,2000,Paris 8,"Paris, INALCO",1,48.946,2.36213,48.8274,2.37608
1292,2000,Paris 8,Rennes 2,1,48.946,2.36213,48.12064,-1.70333
1293,2000,Paris 8,Universite Savoie Mont Blanc,1,48.946,2.36213,45.56676,5.9175
1294,2000,"Paris, ENMP",Lille 2,1,48.7132,2.19972,50.6314,3.07497
1295,2000,"Paris, ENST",Lyon 2,1,48.7132,2.19972,45.7492,4.83714
1296,2000,Poitiers,Lille 1,1,46.58596,0.34601,50.6314,3.07497
1297,2000,Poitiers,Paris 10,1,46.58596,0.34601,48.90245,2.21238
1298,2000,Poitiers,Tours,1,46.58596,0.34601,47.38376,0.67367
1299,2000,Rennes 1,Nancy 1,1,48.11585,-1.67298,48.6962,6.17634
1300,2000,Rennes 1,"Palaiseau, Ecole polytechnique",1,48.11585,-1.67298,48.71317,2.21022
1301,2000,Rennes 1,"Paris, Museum national d'histoire naturelle",1,48.11585,-1.67298,48.84202,2.35616
1302,2000,Rennes 2,Brest,1,48.12064,-1.70333,48.39803,-4.5077
1303,2000,Rouen,"Lyon, INSA",1,49.4583,1.06895,45.783,4.87798
1304,2000,Saint-Etienne,Nantes,1,45.42472,4.39264,47.2097,-1.55587
1305,2000,Strasbourg 1,Paris 11,1,48.57872,7.76465,48.70997,2.1531
1306,2000,Toulon,Paris 11,1,43.1369,6.01684,48.70997,2.1531
1307,2000,Toulouse 1,Bordeaux 4,1,43.60656,1.43712,44.809966,-0.596578
1308,2000,Toulouse 1,Tours,1,43.60656,1.43712,47.38376,0.67367
1309,2000,Toulouse 1,Universite Louis Pasteur (Strasbourg),1,43.60656,1.43712,48.57872,7.76465
1310,2000,Toulouse 2,Montpellier 3,1,43.57954,1.40235,43.63279,3.86924
1311,2000,Toulouse 2,Rennes 2,1,43.57954,1.40235,48.12064,-1.70333
1312,2000,Toulouse 3,Dijon,1,43.56287,1.46597,47.31274,5.06637
1313,2000,Toulouse 3,Institut de physique du globe (Paris),1,43.56287,1.46597,49.3852,1.06839
1314,2000,Toulouse 3,Lyon 3,1,43.56287,1.46597,45.747027,4.860547
1315,2000,Toulouse 3,Paris 7,1,43.56287,1.46597,48.851906,2.340105
1316,2000,Toulouse 3,Toulouse 2,1,43.56287,1.46597,43.57954,1.40235
1317,2000,Toulouse 3,Universite Paris-Est Creteil Val de Marne (UPEC),1,43.56287,1.46597,48.78852,2.4437
1318,2000,Tours,Montpellier 2,1,47.38376,0.67367,43.61583,3.87203
1319,2000,Universite Louis Pasteur (Strasbourg),Bordeaux 2,1,48.57872,7.76465,44.809966,-0.596578
1320,2000,Universite Marc Bloch (Strasbourg),Tours,1,48.57872,7.76465,47.38376,0.67367
1321,2000,Universite Paris-Est Creteil Val de Marne (UPEC),Universite Louis Pasteur (Strasbourg),1,48.78852,2.4437,48.57872,7.76465
1322,2000,Universite Stendhal (Grenoble),Lyon 2,1,45.19159,5.76726,45.7492,4.83714
1323,2000,Universite Stendhal (Grenoble),Nantes,1,45.19159,5.76726,47.2097,-1.55587
1324,2000,Universite Stendhal (Grenoble),Paris 13,1,45.19159,5.76726,48.95793,2.34071
1325,2001,Aix-Marseille 1,Bordeaux 3,1,43.2935,5.35781,44.8015,-0.615058
1326,2001,Aix-Marseille 1,Dijon,1,43.2935,5.35781,47.31274,5.06637
1327,2001,Aix-Marseille 1,Montpellier 2,1,43.2935,5.35781,43.61583,3.87203
1328,2001,Aix-Marseille 1,Toulouse 3,1,43.2935,5.35781,43.56287,1.46597
1329,2001,Aix-Marseille 2,Aix-Marseille 3,1,43.2935,5.35781,43.2935,5.35781
1330,2001,Aix-Marseille 2,Paris 7,1,43.2935,5.35781,48.851906,2.340105
1331,2001,Besancon,Grenoble 3,1,47.2408,6.02265,45.19159,5.76726
1332,2001,Bordeaux 2,Amiens,1,44.809966,-0.596578,49.87584,2.26446
1333,2001,Caen,Universite Louis Pasteur (Strasbourg),1,49.18884,-0.36382,48.57872,7.76465
1334,2001,Dijon,Montpellier 2,1,47.31274,5.06637,43.61583,3.87203
1335,2001,Lille 3,Toulouse 2,1,50.6314,3.07497,43.57954,1.40235
1336,2001,Lyon,"Chatenay-Malabry, Ecole centrale de Paris",1,48.57872,7.76465,48.70997,2.1531
1337,2001,Lyon 1,"Lyon, INSA",2,45.77962,4.86518,45.783,4.87798
1338,2001,Lyon 1,Metz,1,45.77962,4.86518,48.6962,6.17634
1339,2001,Lyon 1,Paris 11,1,45.77962,4.86518,48.70997,2.1531
1340,2001,Lyon 1,Paris 6,1,45.77962,4.86518,48.851304,2.340246
1341,2001,Lyon 1,Rennes 2,1,45.77962,4.86518,48.12064,-1.70333
1342,2001,Lyon 1,Saint-Etienne,1,45.77962,4.86518,45.42472,4.39264
1343,2001,Montpellier 1,Aix-Marseille 3,1,43.61583,3.87203,43.2935,5.35781
1344,2001,Montpellier 1,Ecole nationale des ponts et chaussees (France),1,43.61583,3.87203,48.8411,2.58822
1345,2001,Montpellier 1,Montpellier 2,1,43.61583,3.87203,43.61583,3.87203
1346,2001,Montpellier 1,Paris 6,1,43.61583,3.87203,48.851304,2.340246
1347,2001,Montpellier 2,Paris 6,1,43.61583,3.87203,48.851304,2.340246
1348,2001,Montpellier 2,Toulouse 1,1,43.61583,3.87203,43.60656,1.43712
1349,2001,Montpellier 3,Montpellier 1,1,43.63279,3.86924,43.61583,3.87203
1350,2001,Montpellier 3,Strasbourg 1,1,43.63279,3.86924,48.57872,7.76465
1351,2001,Nancy 1,Paris 7,1,48.6962,6.17634,48.851906,2.340105
1352,2001,Nancy 1,Rouen,1,48.6962,6.17634,49.4583,1.06895
1353,2001,Nantes,Paris 1,1,47.2097,-1.55587,48.8468,2.34488
1354,2001,Nice,Aix-Marseille 3,2,43.71693,7.26664,43.2935,5.35781
1355,2001,Nice,Paris 3,1,43.71693,7.26664,48.8489,2.34313
1356,2001,"Palaiseau, Ecole polytechnique",Universite de Marne-la-Vallee,1,48.71317,2.21022,48.6962,6.17634
1357,2001,Paris 1,Besancon,2,48.8468,2.34488,47.2408,6.02265
1358,2001,Paris 1,Nancy 1,1,48.8468,2.34488,48.6962,6.17634
1359,2001,Paris 1,Nantes,1,48.8468,2.34488,47.2097,-1.55587
1360,2001,Paris 1,Paris 10,1,48.8468,2.34488,48.90245,2.21238
1361,2001,Paris 1,Paris 6,1,48.8468,2.34488,48.851304,2.340246
1362,2001,Paris 1,Universite Marc Bloch (Strasbourg),1,48.8468,2.34488,48.57872,7.76465
1363,2001,Paris 1,Universite Paris-Est Creteil Val de Marne (UPEC),1,48.8468,2.34488,48.78852,2.4437
1364,2001,Paris 10,Aix-Marseille 1,1,48.90245,2.21238,43.2935,5.35781
1365,2001,Paris 10,Lyon 3,1,48.90245,2.21238,45.747027,4.860547
1366,2001,Paris 10,Montpellier 3,1,48.90245,2.21238,43.63279,3.86924
1367,2001,Paris 10,Paris 1,1,48.90245,2.21238,48.8468,2.34488
1368,2001,Paris 10,Rouen,1,48.90245,2.21238,49.4583,1.06895
1369,2001,Paris 10,Universite Pierre Mendes France (Grenoble),1,48.90245,2.21238,45.19159,5.76726
1370,2001,Paris 11,Aix-Marseille 3,1,48.70997,2.1531,43.2935,5.35781
1371,2001,Paris 11,Bordeaux 1,1,48.70997,2.1531,44.809966,-0.596578
1372,2001,Paris 11,"Chatenay-Malabry, Ecole centrale de Paris",1,48.70997,2.1531,48.70997,2.1531
1373,2001,Paris 11,Paris 10,1,48.70997,2.1531,48.90245,2.21238
1374,2001,Paris 11,Paris 5,2,48.70997,2.1531,48.851906,2.340105
1375,2001,Paris 11,Paris 6,2,48.70997,2.1531,48.851304,2.340246
1376,2001,Paris 11,Paris 7,1,48.70997,2.1531,48.851906,2.340105
1377,2001,Paris 11,"Paris, Museum national d'histoire naturelle",1,48.70997,2.1531,48.84202,2.35616
1378,2001,Paris 12,Universite Paris-Est Creteil Val de Marne (UPEC),1,48.78852,2.4437,48.78852,2.4437
1379,2001,Paris 13,Paris 1,1,48.95793,2.34071,48.8468,2.34488
1380,2001,Paris 2,Caen,1,48.8468,2.34488,49.18884,-0.36382
1381,2001,Paris 3,Brest,1,48.8489,2.34313,48.39803,-4.5077
1382,2001,Paris 3,Cergy-Pontoise,1,48.8489,2.34313,49.03889,2.07415
1383,2001,Paris 3,Paris 10,1,48.8489,2.34313,48.90245,2.21238
1384,2001,Paris 3,Paris 4,1,48.8489,2.34313,48.851304,2.340246
1385,2001,Paris 3,Toulouse 2,1,48.8489,2.34313,43.57954,1.40235
1386,2001,Paris 4,Amiens,1,48.851304,2.340246,49.87584,2.26446
1387,2001,Paris 4,Caen,1,48.851304,2.340246,49.18884,-0.36382
1388,2001,Paris 4,Lille 3,1,48.851304,2.340246,50.6314,3.07497
1389,2001,Paris 4,Lyon 2,1,48.851304,2.340246,45.7492,4.83714
1390,2001,Paris 4,Montpellier 2,1,48.851304,2.340246,43.61583,3.87203
1391,2001,Paris 4,Montpellier 3,1,48.851304,2.340246,43.63279,3.86924
1392,2001,Paris 4,Paris 10,1,48.851304,2.340246,48.90245,2.21238
1393,2001,Paris 4,Paris 3,1,48.851304,2.340246,48.8489,2.34313
1394,2001,Paris 4,Rennes 2,1,48.851304,2.340246,48.12064,-1.70333
1395,2001,Paris 4,Toulouse 2,1,48.851304,2.340246,43.57954,1.40235
1396,2001,Paris 4,Tours,1,48.851304,2.340246,47.38376,0.67367
1397,2001,Paris 5,Aix-Marseille 1,1,48.851906,2.340105,43.2935,5.35781
1398,2001,Paris 5,Amiens,1,48.851906,2.340105,49.87584,2.26446
1399,2001,Paris 5,Bordeaux 2,1,48.851906,2.340105,44.809966,-0.596578
1400,2001,Paris 5,Caen,1,48.851906,2.340105,49.18884,-0.36382
1401,2001,Paris 5,"Marne-la-vallee, ENPC",1,48.851906,2.340105,48.8411,2.58822
1402,2001,Paris 5,Paris 1,1,48.851906,2.340105,48.8468,2.34488
1403,2001,Paris 6,Bordeaux 2,2,48.851304,2.340246,44.809966,-0.596578
1404,2001,Paris 6,Nice,1,48.851304,2.340246,43.71693,7.26664
1405,2001,Paris 6,Orleans,1,48.851304,2.340246,47.85065,1.93397
1406,2001,Paris 6,"Paris, ENSAM",1,48.851304,2.340246,48.83357,2.35831
1407,2001,Paris 6,"Paris, ENST",1,48.851304,2.340246,48.7132,2.19972
1408,2001,Paris 6,Universite de Marne-la-Vallee,1,48.851304,2.340246,48.6962,6.17634
1409,2001,Paris 7,Institut de physique du globe (Paris),1,48.851906,2.340105,49.3852,1.06839
1410,2001,Paris 7,Limoges,1,48.851906,2.340105,45.8263,1.25917
1411,2001,Paris 7,Lyon 1,1,48.851906,2.340105,45.77962,4.86518
1412,2001,Paris 7,Paris 5,1,48.851906,2.340105,48.851906,2.340105
1413,2001,Paris 7,Toulouse 3,1,48.851906,2.340105,43.56287,1.46597
1414,2001,Paris 8,Nancy 2,1,48.946,2.36213,48.6962,6.17634
1415,2001,Paris 8,Paris 10,2,48.946,2.36213,48.90245,2.21238
1416,2001,Paris 8,Paris 4,1,48.946,2.36213,48.851304,2.340246
1417,2001,Paris 9,Lille 1,1,48.85464,2.33785,50.6314,3.07497
1418,2001,Paris 9,Paris 10,1,48.85464,2.33785,48.90245,2.21238
1419,2001,Paris 9,Tours,1,48.85464,2.33785,47.38376,0.67367
1420,2001,"Paris, CNAM","Toulouse, INPT",1,48.867,2.35463,43.56287,1.46597
1421,2001,"Paris, ENMP",Paris 7,1,48.7132,2.19972,48.851906,2.340105
1422,2001,"Paris, ENSAM",Bordeaux 2,1,48.83357,2.35831,44.809966,-0.596578
1423,2001,Poitiers,"Lyon, INSA",1,46.58596,0.34601,45.783,4.87798
1424,2001,Poitiers,Montpellier 2,1,46.58596,0.34601,43.61583,3.87203
1425,2001,Rennes 1,Nice,1,48.11585,-1.67298,43.71693,7.26664
1426,2001,Rennes 1,Paris 10,1,48.11585,-1.67298,48.90245,2.21238
1427,2001,Rouen,INSA de Rouen,1,49.4583,1.06895,49.3852,1.06839
1428,2001,Saint-Etienne,Lyon 1,1,45.42472,4.39264,45.77962,4.86518
1429,2001,Strasbourg 1,Bordeaux 1,1,48.57872,7.76465,44.809966,-0.596578
1430,2001,Strasbourg 1,Dijon,1,48.57872,7.76465,47.31274,5.06637
1431,2001,Toulouse 1,Aix-Marseille 2,1,43.60656,1.43712,43.2935,5.35781
1432,2001,Toulouse 1,Lille 2,1,43.60656,1.43712,50.6314,3.07497
1433,2001,Toulouse 3,"Chatenay-Malabry, Ecole centrale de Paris",1,43.56287,1.46597,48.70997,2.1531
1434,2001,Toulouse 3,Montpellier 1,1,43.56287,1.46597,43.61583,3.87203
1435,2001,Toulouse 3,Montpellier 2,1,43.56287,1.46597,43.61583,3.87203
1436,2001,Toulouse 3,"Toulouse, INSA",1,43.56287,1.46597,43.56287,1.46597
1437,2001,Tours,Lyon 2,1,47.38376,0.67367,45.7492,4.83714
1438,2001,Universite Louis Pasteur (Strasbourg),Mulhouse,1,48.57872,7.76465,47.7323,7.31485
1439,2001,Universite Louis Pasteur (Strasbourg),Nancy 1,1,48.57872,7.76465,48.6962,6.17634
1440,2001,Universite Louis Pasteur (Strasbourg),Paris 1,1,48.57872,7.76465,48.8468,2.34488
1441,2001,Universite Marc Bloch (Strasbourg),Aix-Marseille 1,1,48.57872,7.76465,43.2935,5.35781
1442,2001,Universite Paris-Est Creteil Val de Marne (UPEC),Paris 7,1,48.78852,2.4437,48.851906,2.340105
1443,2001,Universite Pierre Mendes France (Grenoble),Lyon 2,1,45.19159,5.76726,45.7492,4.83714
1444,2001,Universite Stendhal (Grenoble),Aix-Marseille 1,1,45.19159,5.76726,43.2935,5.35781
1445,2001,"Vandoeuvre-les-Nancy, INPL",Avignon,1,48.6962,6.17634,43.95005,4.81789
1446,2002,Aix-Marseille 2,Bordeaux 3,1,43.2935,5.35781,44.8015,-0.615058
1447,2002,Aix-Marseille 2,Caen,1,43.2935,5.35781,49.18884,-0.36382
1448,2002,Avignon,"Vandoeuvre-les-Nancy, INPL",1,43.95005,4.81789,48.6962,6.17634
1449,2002,Besancon,Toulouse 2,1,47.2408,6.02265,43.57954,1.40235
1450,2002,Bordeaux 1,Limoges,1,44.809966,-0.596578,45.8263,1.25917
1451,2002,Bordeaux 2,Compiegne,1,44.809966,-0.596578,49.40024,2.800108
1452,2002,Bordeaux 2,Montpellier 2,1,44.809966,-0.596578,43.61583,3.87203
1453,2002,Bordeaux 2,Nancy 1,1,44.809966,-0.596578,48.6962,6.17634
1454,2002,Bordeaux 3,Pau,1,44.8015,-0.615058,43.31372,-0.36509
1455,2002,Brest,Bordeaux 2,1,48.39803,-4.5077,44.809966,-0.596578
1456,2002,Brest,Caen,1,48.39803,-4.5077,49.18884,-0.36382
1457,2002,Brest,Cergy-Pontoise,1,48.39803,-4.5077,49.03889,2.07415
1458,2002,Clermont-Ferrand 1,Montpellier 2,1,45.77056,3.08791,43.61583,3.87203
1459,2002,Clermont-Ferrand 2,Amiens,1,45.77056,3.08791,49.87584,2.26446
1460,2002,Clermont-Ferrand 2,Avignon,1,45.77056,3.08791,43.95005,4.81789
1461,2002,Clermont-Ferrand 2,Montpellier 2,1,45.77056,3.08791,43.61583,3.87203
1462,2002,Clermont-Ferrand 2,"Toulouse, INSA",1,45.77056,3.08791,43.56287,1.46597
1463,2002,Compiegne,Montpellier 2,1,49.40024,2.800108,43.61583,3.87203
1464,2002,"Ecully, Ecole centrale de Lyon",Compiegne,1,45.78299,4.76927,49.40024,2.800108
1465,2002,Grenoble 2,"Chatenay-Malabry, Ecole centrale de Paris",1,45.19159,5.76726,48.70997,2.1531
1466,2002,Lille 1,Pau,1,50.6314,3.07497,43.31372,-0.36509
1467,2002,Lille 1,Toulouse 2,1,50.6314,3.07497,43.57954,1.40235
1468,2002,Limoges,Valenciennes,1,45.8263,1.25917,50.32622,3.51056
1469,2002,Lyon 1,Paris 7,1,45.77962,4.86518,48.851906,2.340105
1470,2002,Lyon 1,Paris 8,1,45.77962,4.86518,48.946,2.36213
1471,2002,Lyon 1,Universite de Marne-la-Vallee,1,45.77962,4.86518,48.6962,6.17634
1472,2002,Lyon 2,Le Mans,1,45.7492,4.83714,48.0148,0.159251
1473,2002,Lyon 2,Nantes,1,45.7492,4.83714,47.2097,-1.55587
1474,2002,Lyon 2,"Vandoeuvre-les-Nancy, INPL",1,45.7492,4.83714,48.6962,6.17634
1475,2002,Lyon 3,Montpellier 2,1,45.747027,4.860547,43.61583,3.87203
1476,2002,"Lyon, INSA",Universite de Tours. UFR de medecine,1,45.783,4.87798,47.38376,0.67367
1477,2002,Metz,Lille 3,1,48.6962,6.17634,50.6314,3.07497
1478,2002,Montpellier 1,Aix-Marseille 3,1,43.61583,3.87203,43.2935,5.35781
1479,2002,Montpellier 1,Angers,1,43.61583,3.87203,47.478,-0.548273
1480,2002,Montpellier 1,Dijon,1,43.61583,3.87203,47.31274,5.06637
1481,2002,Montpellier 1,Lyon 1,2,43.61583,3.87203,45.77962,4.86518
1482,2002,Montpellier 1,Nancy 2,1,43.61583,3.87203,48.6962,6.17634
1483,2002,Montpellier 1,Nice,1,43.61583,3.87203,43.71693,7.26664
1484,2002,Montpellier 2,Rennes 2,1,43.61583,3.87203,48.12064,-1.70333
1485,2002,Montpellier 3,Paris 10,1,43.63279,3.86924,48.90245,2.21238
1486,2002,Nancy 1,Nantes,1,48.6962,6.17634,47.2097,-1.55587
1487,2002,Nancy 1,Paris 1,1,48.6962,6.17634,48.8468,2.34488
1488,2002,Nancy 2,Bordeaux 4,1,48.6962,6.17634,44.809966,-0.596578
1489,2002,Nice,Aix-Marseille 3,1,43.71693,7.26664,43.2935,5.35781
1490,2002,Nice,Paris 4,1,43.71693,7.26664,48.851304,2.340246
1491,2002,"Palaiseau, Ecole polytechnique",Ecole nationale des ponts et chaussees (France),1,48.71317,2.21022,48.8411,2.58822
1492,2002,Paris 1,Aix-Marseille 2,1,48.8468,2.34488,43.2935,5.35781
1493,2002,Paris 1,Lille 2,1,48.8468,2.34488,50.6314,3.07497
1494,2002,Paris 1,Lille 3,1,48.8468,2.34488,50.6314,3.07497
1495,2002,Paris 1,"Palaiseau, Ecole polytechnique",1,48.8468,2.34488,48.71317,2.21022
1496,2002,Paris 1,Paris 4,1,48.8468,2.34488,48.851304,2.340246
1497,2002,Paris 1,Rennes 2,1,48.8468,2.34488,48.12064,-1.70333
1498,2002,Paris 1,Toulouse 2,2,48.8468,2.34488,43.57954,1.40235
1499,2002,Paris 10,Aix-Marseille 1,1,48.90245,2.21238,43.2935,5.35781
1500,2002,Paris 10,Bordeaux 3,1,48.90245,2.21238,44.8015,-0.615058
1501,2002,Paris 10,"Paris, Institut d'etudes politiques",1,48.90245,2.21238,48.85412,2.32842
1502,2002,Paris 10,Versailles-St Quentin en Yvelines,1,48.90245,2.21238,48.79959,2.14159
1503,2002,Paris 11,Aix-Marseille 2,1,48.70997,2.1531,43.2935,5.35781
1504,2002,Paris 11,Amiens,1,48.70997,2.1531,49.87584,2.26446
1505,2002,Paris 11,Montpellier 2,2,48.70997,2.1531,43.61583,3.87203
1506,2002,Paris 11,Paris 6,3,48.70997,2.1531,48.851304,2.340246
1507,2002,Paris 11,Rennes 2,1,48.70997,2.1531,48.12064,-1.70333
1508,2002,Paris 13,Paris 6,1,48.95793,2.34071,48.851304,2.340246
1509,2002,Paris 2,Lille 2,1,48.8468,2.34488,50.6314,3.07497
1510,2002,Paris 2,Nancy 2,1,48.8468,2.34488,48.6962,6.17634
1511,2002,Paris 2,Rouen,1,48.8468,2.34488,49.4583,1.06895
1512,2002,Paris 3,Aix-Marseille 1,1,48.8489,2.34313,43.2935,5.35781
1513,2002,Paris 3,Lille 3,1,48.8489,2.34313,50.6314,3.07497
1514,2002,Paris 3,Lyon 2,1,48.8489,2.34313,45.7492,4.83714
1515,2002,Paris 3,Lyon 3,1,48.8489,2.34313,45.747027,4.860547
1516,2002,Paris 3,Montpellier 3,1,48.8489,2.34313,43.63279,3.86924
1517,2002,Paris 3,Nancy 2,2,48.8489,2.34313,48.6962,6.17634
1518,2002,Paris 3,Paris 10,1,48.8489,2.34313,48.90245,2.21238
1519,2002,Paris 3,Paris 2,1,48.8489,2.34313,48.8468,2.34488
1520,2002,Paris 3,Paris 7,1,48.8489,2.34313,48.851906,2.340105
1521,2002,Paris 3,Pau,1,48.8489,2.34313,43.31372,-0.36509
1522,2002,Paris 3,Rennes 2,1,48.8489,2.34313,48.12064,-1.70333
1523,2002,Paris 3,Toulouse 2,1,48.8489,2.34313,43.57954,1.40235
1524,2002,Paris 3,Tours,1,48.8489,2.34313,47.38376,0.67367
1525,2002,Paris 3,Universite Stendhal (Grenoble),1,48.8489,2.34313,45.19159,5.76726
1526,2002,Paris 4,Avignon,1,48.851304,2.340246,43.95005,4.81789
1527,2002,Paris 4,Bordeaux 2,1,48.851304,2.340246,44.809966,-0.596578
1528,2002,Paris 4,Bordeaux 3,2,48.851304,2.340246,44.8015,-0.615058
1529,2002,Paris 4,Nancy 2,1,48.851304,2.340246,48.6962,6.17634
1530,2002,Paris 4,Nice,1,48.851304,2.340246,43.71693,7.26664
1531,2002,Paris 4,Orleans,1,48.851304,2.340246,47.85065,1.93397
1532,2002,Paris 4,Paris 1,1,48.851304,2.340246,48.8468,2.34488
1533,2002,Paris 4,Paris 10,1,48.851304,2.340246,48.90245,2.21238
1534,2002,Paris 4,Paris 8,2,48.851304,2.340246,48.946,2.36213
1535,2002,Paris 4,Perpignan,1,48.851304,2.340246,42.6844,2.89854
1536,2002,Paris 4,Universite Marc Bloch (Strasbourg),1,48.851304,2.340246,48.57872,7.76465
1537,2002,Paris 5,Bordeaux 1,1,48.851906,2.340105,44.809966,-0.596578
1538,2002,Paris 5,Clermont 1,1,48.851906,2.340105,45.77056,3.08791
1539,2002,Paris 5,Lyon 2,1,48.851906,2.340105,45.7492,4.83714
1540,2002,Paris 5,Montpellier 3,1,48.851906,2.340105,43.63279,3.86924
1541,2002,Paris 5,Paris 11,2,48.851906,2.340105,48.70997,2.1531
1542,2002,Paris 5,Paris 13,1,48.851906,2.340105,48.95793,2.34071
1543,2002,Paris 5,Rouen,1,48.851906,2.340105,49.4583,1.06895
1544,2002,Paris 6,Bordeaux 1,1,48.851304,2.340246,44.809966,-0.596578
1545,2002,Paris 6,Ecole nationale des ponts et chaussees (France),1,48.851304,2.340246,48.8411,2.58822
1546,2002,Paris 6,Le Mans,1,48.851304,2.340246,48.0148,0.159251
1547,2002,Paris 6,Orleans,1,48.851304,2.340246,47.85065,1.93397
1548,2002,Paris 6,Paris 11,1,48.851304,2.340246,48.70997,2.1531
1549,2002,Paris 6,Paris 13,1,48.851304,2.340246,48.95793,2.34071
1550,2002,Paris 6,Rouen,1,48.851304,2.340246,49.4583,1.06895
