,Annee2,Universite1,Universite2,Nom,Lat1,Long1,Lat2,Long2
2310,2007,Paris 5,Amiens,1,48.851906,2.340105,49.87584,2.26446
2311,2007,Paris 5,Besancon,1,48.851906,2.340105,47.2408,6.02265
2312,2007,Paris 5,Montpellier 1,1,48.851906,2.340105,43.61583,3.87203
2313,2007,Paris 5,Nantes,1,48.851906,2.340105,47.2097,-1.55587
2314,2007,Paris 5,Paris 6,1,48.851906,2.340105,48.851304,2.340246
2315,2007,Paris 5,Paris 8,1,48.851906,2.340105,48.946,2.36213
2316,2007,Paris 6,Aix-Marseille 3,1,48.851304,2.340246,43.2935,5.35781
2317,2007,Paris 6,Bordeaux 2,1,48.851304,2.340246,44.809966,-0.596578
2318,2007,Paris 6,Caen,1,48.851304,2.340246,49.18884,-0.36382
2319,2007,Paris 6,Chambery,1,48.851304,2.340246,45.56676,5.9175
2320,2007,Paris 6,Lille 1,1,48.851304,2.340246,50.6314,3.07497
2321,2007,Paris 6,Lyon 1,3,48.851304,2.340246,45.77962,4.86518
2322,2007,Paris 6,"Lyon, Ecole normale superieure (sciences)",1,48.851304,2.340246,45.7337,4.83376
2323,2007,Paris 6,Nancy 1,1,48.851304,2.340246,48.6962,6.17634
2324,2007,Paris 6,Nantes,1,48.851304,2.340246,47.2097,-1.55587
2325,2007,Paris 6,"Palaiseau, Ecole polytechnique",1,48.851304,2.340246,48.71317,2.21022
2326,2007,Paris 6,Paris 11,3,48.851304,2.340246,48.70997,2.1531
2327,2007,Paris 6,Paris 5,1,48.851304,2.340246,48.851906,2.340105
2328,2007,Paris 6,Paris 8,1,48.851304,2.340246,48.946,2.36213
2329,2007,Paris 6,Perpignan,1,48.851304,2.340246,42.6844,2.89854
2330,2007,Paris 6,Toulouse 2,1,48.851304,2.340246,43.57954,1.40235
2331,2007,Paris 6,Troyes,1,48.851304,2.340246,48.2697,4.0725
2332,2007,Paris 7,Lyon 1,1,48.851906,2.340105,45.77962,4.86518
2333,2007,Paris 7,"Marne-la-vallee, ENPC",1,48.851906,2.340105,48.8411,2.58822
2334,2007,Paris 7,Montpellier 3,2,48.851906,2.340105,43.63279,3.86924
2335,2007,Paris 7,Paris 11,2,48.851906,2.340105,48.70997,2.1531
2336,2007,Paris 7,Paris 12,1,48.851906,2.340105,48.78852,2.4437
2337,2007,Paris 7,Paris 6,1,48.851906,2.340105,48.851304,2.340246
2338,2007,Paris 7,Paris 8,1,48.851906,2.340105,48.946,2.36213
2339,2007,Paris 8,Aix-Marseille 2,1,48.946,2.36213,43.2935,5.35781
2340,2007,Paris 8,Limoges,1,48.946,2.36213,45.8263,1.25917
2341,2007,Paris 8,Orleans,1,48.946,2.36213,47.85065,1.93397
2342,2007,Paris 8,Saint-Etienne,1,48.946,2.36213,45.42472,4.39264
2343,2007,Paris 9,Lille 1,1,48.85464,2.33785,50.6314,3.07497
2344,2007,Paris 9,Paris 11,1,48.85464,2.33785,48.70997,2.1531
2345,2007,"Paris, CNAM","Paris, ENMP",1,48.867,2.35463,48.7132,2.19972
2346,2007,"Paris, ENMP",Paris 10,1,48.7132,2.19972,48.90245,2.21238
2347,2007,"Paris, Institut d'etudes politiques",Paris 3,1,48.85412,2.32842,48.8489,2.34313
2348,2007,Poitiers,Paris 12,1,46.58596,0.34601,48.78852,2.4437
2349,2007,Poitiers,Universite de Marne-la-Vallee,1,46.58596,0.34601,48.6962,6.17634
2350,2007,Rennes 1,Brest,1,48.11585,-1.67298,48.39803,-4.5077
2351,2007,Rennes 1,Paris 12,1,48.11585,-1.67298,48.78852,2.4437
2352,2007,Rennes 1,Rouen,1,48.11585,-1.67298,49.4583,1.06895
2353,2007,Rennes 1,Tours,1,48.11585,-1.67298,47.38376,0.67367
2354,2007,Rouen,Mulhouse,1,49.4583,1.06895,47.7323,7.31485
2355,2007,Rouen,Paris 13,1,49.4583,1.06895,48.95793,2.34071
2356,2007,Saint-Etienne,Lyon 2,1,45.42472,4.39264,45.7492,4.83714
2357,2007,Toulouse 1,Lyon 2,1,43.60656,1.43712,45.7492,4.83714
2358,2007,Toulouse 1,Poitiers,1,43.60656,1.43712,46.58596,0.34601
2359,2007,Toulouse 2,Lille 2,1,43.57954,1.40235,50.6314,3.07497
2360,2007,Toulouse 3,Aix-Marseille 2,1,43.56287,1.46597,43.2935,5.35781
2361,2007,Toulouse 3,Bordeaux 2,1,43.56287,1.46597,44.809966,-0.596578
2362,2007,Toulouse 3,Clermont-Ferrand 1,1,43.56287,1.46597,45.77056,3.08791
2363,2007,Toulouse 3,Dijon,1,43.56287,1.46597,47.31274,5.06637
2364,2007,Toulouse 3,Troyes,1,43.56287,1.46597,48.2697,4.0725
2365,2007,"Toulouse, INPT",Bordeaux 1,1,43.56287,1.46597,44.809966,-0.596578
2366,2007,Tours,Angers,1,47.38376,0.67367,47.478,-0.548273
2367,2007,Tours,Paris 10,1,47.38376,0.67367,48.90245,2.21238
2368,2007,Tours,Paris 6,1,47.38376,0.67367,48.851304,2.340246
2369,2007,Tours,Paris 7,1,47.38376,0.67367,48.851906,2.340105
2370,2007,Universite Louis Pasteur (Strasbourg),Strasbourg 1,1,48.57872,7.76465,48.57872,7.76465
2371,2007,Universite Marc Bloch (Strasbourg),Grenoble 3,1,48.57872,7.76465,45.19159,5.76726
2372,2007,Universite Marc Bloch (Strasbourg),Lille 3,1,48.57872,7.76465,50.6314,3.07497
2373,2007,Universite Marc Bloch (Strasbourg),Strasbourg 1,1,48.57872,7.76465,48.57872,7.76465
2374,2007,Universite Marc Bloch (Strasbourg),Strasbourg 2,2,48.57872,7.76465,48.57872,7.76465
2375,2007,Universite Marc Bloch (Strasbourg),Universite Stendhal (Grenoble),1,48.57872,7.76465,45.19159,5.76726
2376,2007,Universite Paris-Est Creteil Val de Marne (UPEC),Lyon 2,1,48.78852,2.4437,45.7492,4.83714
2377,2007,Universite Paris-Est Creteil Val de Marne (UPEC),Nantes,1,48.78852,2.4437,47.2097,-1.55587
2378,2007,Universite Paris-Est Creteil Val de Marne (UPEC),Paris 12,1,48.78852,2.4437,48.78852,2.4437
2379,2007,Universite Pierre Mendes France (Grenoble),Grenoble 2,1,45.19159,5.76726,45.19159,5.76726
2380,2007,Universite Stendhal (Grenoble),Grenoble 3,1,45.19159,5.76726,45.19159,5.76726
2381,2007,Universite de Marne-la-Vallee,Lyon 1,1,48.6962,6.17634,45.77962,4.86518
2382,2007,"Vandoeuvre-les-Nancy, INPL",Pau,1,48.6962,6.17634,43.31372,-0.36509
2383,2008,Aix-Marseille,"Ecully, Ecole centrale de Lyon",1,43.2935,5.35781,45.78299,4.76927
2384,2008,Aix-Marseille 1,Montpellier 3,1,43.2935,5.35781,43.63279,3.86924
2385,2008,Aix-Marseille 1,Paris 11,1,43.2935,5.35781,48.70997,2.1531
2386,2008,Aix-Marseille 1,Paris 6,1,43.2935,5.35781,48.851304,2.340246
2387,2008,Aix-Marseille 1,Poitiers,2,43.2935,5.35781,46.58596,0.34601
2388,2008,Aix-Marseille 2,Bordeaux 1,1,43.2935,5.35781,44.809966,-0.596578
2389,2008,Aix-Marseille 2,Bordeaux 2,1,43.2935,5.35781,44.809966,-0.596578
2390,2008,Aix-Marseille 2,Paris 6,1,43.2935,5.35781,48.851304,2.340246
2391,2008,Aix-Marseille 3,"Chatenay-Malabry, Ecole centrale de Paris",1,43.2935,5.35781,48.70997,2.1531
2392,2008,Aix-Marseille 3,Lille 2,1,43.2935,5.35781,50.6314,3.07497
2393,2008,Aix-Marseille 3,Lyon 3,1,43.2935,5.35781,45.747027,4.860547
2394,2008,Aix-Marseille 3,"Lyon, INSA",1,43.2935,5.35781,45.783,4.87798
2395,2008,Aix-Marseille 3,Paris 11,1,43.2935,5.35781,48.70997,2.1531
2396,2008,Besancon,Montpellier 1,1,47.2408,6.02265,43.61583,3.87203
2397,2008,Besancon,Rennes 1,1,47.2408,6.02265,48.11585,-1.67298
2398,2008,Besancon,Strasbourg 1,1,47.2408,6.02265,48.57872,7.76465
2399,2008,Bordeaux 1,Caen,1,44.809966,-0.596578,49.18884,-0.36382
2400,2008,Bordeaux 1,Dijon,1,44.809966,-0.596578,47.31274,5.06637
2401,2008,Bordeaux 2,Lille 1,1,44.809966,-0.596578,50.6314,3.07497
2402,2008,Bordeaux 2,Lyon 1,1,44.809966,-0.596578,45.77962,4.86518
2403,2008,Bordeaux 2,Paris 11,1,44.809966,-0.596578,48.70997,2.1531
2404,2008,Bordeaux 2,Paris 6,1,44.809966,-0.596578,48.851304,2.340246
2405,2008,Bordeaux 2,Paris 7,1,44.809966,-0.596578,48.851906,2.340105
2406,2008,Bordeaux 2,Tours,1,44.809966,-0.596578,47.38376,0.67367
2407,2008,Bordeaux 3,Lyon 2,1,44.8015,-0.615058,45.7492,4.83714
2408,2008,Caen,Versailles-St Quentin en Yvelines,1,49.18884,-0.36382,48.79959,2.14159
2409,2008,Clermont-Ferrand 2,Nice,1,45.77056,3.08791,43.71693,7.26664
2410,2008,Clermont-Ferrand 2,Paris 13,1,45.77056,3.08791,48.95793,2.34071
2411,2008,Clermont-Ferrand 2,Versailles-St Quentin en Yvelines,1,45.77056,3.08791,48.79959,2.14159
2412,2008,Compiegne,Amiens,1,49.40024,2.800108,49.87584,2.26446
2413,2008,Compiegne,"Paris, ENSAM",1,49.40024,2.800108,48.83357,2.35831
2414,2008,Dijon,Aix-Marseille 2,1,47.31274,5.06637,43.2935,5.35781
2415,2008,Dijon,Paris 1,1,47.31274,5.06637,48.8468,2.34488
2416,2008,Dijon,Paris 11,1,47.31274,5.06637,48.70997,2.1531
2417,2008,Dijon,Paris 7,1,47.31274,5.06637,48.851906,2.340105
2418,2008,Dijon,Toulouse 1,1,47.31274,5.06637,43.60656,1.43712
2419,2008,Evry-Val d'Essonne,Lille 2,1,48.62425,2.42738,50.6314,3.07497
2420,2008,Evry-Val d'Essonne,Montpellier 2,1,48.62425,2.42738,43.61583,3.87203
2421,2008,Institut de physique du globe (Paris),Pau,1,49.3852,1.06839,43.31372,-0.36509
2422,2008,Le Mans,Lyon 3,1,48.0148,0.159251,45.747027,4.860547
2423,2008,Lille 1,Bordeaux 4,1,50.6314,3.07497,44.809966,-0.596578
2424,2008,Lille 1,Paris Est,1,50.6314,3.07497,48.83915,2.58747
2425,2008,Lille 1,Tours,1,50.6314,3.07497,47.38376,0.67367
2426,2008,Lille 3,Aix-Marseille 2,1,50.6314,3.07497,43.2935,5.35781
2427,2008,Lille 3,Cergy-Pontoise,1,50.6314,3.07497,49.03889,2.07415
2428,2008,Lille 3,Dijon,1,50.6314,3.07497,47.31274,5.06637
2429,2008,Lille 3,Strasbourg 2,1,50.6314,3.07497,48.57872,7.76465
2430,2008,Lyon 1,Caen,1,45.77962,4.86518,49.18884,-0.36382
2431,2008,Lyon 1,Dijon,1,45.77962,4.86518,47.31274,5.06637
2432,2008,Lyon 1,Limoges,1,45.77962,4.86518,45.8263,1.25917
2433,2008,Lyon 1,Montpellier 2,1,45.77962,4.86518,43.61583,3.87203
2434,2008,Lyon 1,Paris 7,1,45.77962,4.86518,48.851906,2.340105
2435,2008,Lyon 1,"Saint-Etienne, EMSE",1,45.77962,4.86518,48.7132,2.19972
2436,2008,Lyon 1,Tours,1,45.77962,4.86518,47.38376,0.67367
2437,2008,Lyon 2,Saint-Etienne,1,45.7492,4.83714,45.42472,4.39264
2438,2008,Lyon 3,Caen,1,45.747027,4.860547,49.18884,-0.36382
2439,2008,Lyon 3,Grenoble 2,1,45.747027,4.860547,45.19159,5.76726
2440,2008,Lyon 3,Pau,1,45.747027,4.860547,43.31372,-0.36509
2441,2008,Lyon 3,Toulouse 1,1,45.747027,4.860547,43.60656,1.43712
2442,2008,"Lyon, INSA",Paris 1,1,45.783,4.87798,48.8468,2.34488
2443,2008,Marne-la-Vallee,Paris Est,1,48.83915,2.58747,48.83915,2.58747
2444,2008,"Marne-la-vallee, ENPC",Ecole nationale des ponts et chaussees (France),1,48.8411,2.58822,48.8411,2.58822
2445,2008,Metz,Versailles-St Quentin en Yvelines,1,48.6962,6.17634,48.79959,2.14159
2446,2008,Montpellier,"Palaiseau, Ecole polytechnique",1,43.61583,3.87203,48.71317,2.21022
2447,2008,Montpellier 1,Evry-Val d'Essonne,1,43.61583,3.87203,48.62425,2.42738
2448,2008,Montpellier 1,Metz,1,43.61583,3.87203,48.6962,6.17634
2449,2008,Montpellier 1,Paris 5,1,43.61583,3.87203,48.851906,2.340105
2450,2008,Montpellier 1,Tours,1,43.61583,3.87203,47.38376,0.67367
2451,2008,Montpellier 2,Caen,1,43.61583,3.87203,49.18884,-0.36382
2452,2008,Montpellier 3,Nice,1,43.63279,3.86924,43.71693,7.26664
2453,2008,Montpellier 3,Tours,1,43.63279,3.86924,47.38376,0.67367
2454,2008,Nancy 1,Dijon,1,48.6962,6.17634,47.31274,5.06637
2455,2008,Nancy 1,Lille 2,1,48.6962,6.17634,50.6314,3.07497
2456,2008,Nancy 1,Strasbourg 1,1,48.6962,6.17634,48.57872,7.76465
2457,2008,Nancy 1,Toulouse 3,1,48.6962,6.17634,43.56287,1.46597
2458,2008,Nantes,Besancon,1,47.2097,-1.55587,47.2408,6.02265
2459,2008,Nantes,Orleans,1,47.2097,-1.55587,47.85065,1.93397
2460,2008,Nantes,"Paris, Museum national d'histoire naturelle",1,47.2097,-1.55587,48.84202,2.35616
2461,2008,Nantes,Toulouse 2,1,47.2097,-1.55587,43.57954,1.40235
2462,2008,Nice,Bordeaux 3,1,43.71693,7.26664,44.8015,-0.615058
2463,2008,Nice,Paris 6,1,43.71693,7.26664,48.851304,2.340246
2464,2008,Nice,"Paris, ENMP",1,43.71693,7.26664,48.7132,2.19972
2465,2008,Orleans,Paris Est,1,47.85065,1.93397,48.83915,2.58747
2466,2008,Orleans,Poitiers,1,47.85065,1.93397,46.58596,0.34601
2467,2008,Paris 1,Aix-Marseille 1,1,48.8468,2.34488,43.2935,5.35781
2468,2008,Paris 1,Besancon,1,48.8468,2.34488,47.2408,6.02265
2469,2008,Paris 1,Caen,1,48.8468,2.34488,49.18884,-0.36382
2470,2008,Paris 1,Clermont-Ferrand 2,1,48.8468,2.34488,45.77056,3.08791
2471,2008,Paris 1,La Rochelle,1,48.8468,2.34488,46.14774,-1.15504
2472,2008,Paris 1,Lyon 2,2,48.8468,2.34488,45.7492,4.83714
2473,2008,Paris 1,Montpellier 3,1,48.8468,2.34488,43.63279,3.86924
2474,2008,Paris 1,Nice,1,48.8468,2.34488,43.71693,7.26664
2475,2008,Paris 1,Orleans,2,48.8468,2.34488,47.85065,1.93397
2476,2008,Paris 1,Paris 11,1,48.8468,2.34488,48.70997,2.1531
2477,2008,Paris 1,Paris 4,1,48.8468,2.34488,48.851304,2.340246
2478,2008,Paris 1,Paris 5,1,48.8468,2.34488,48.851906,2.340105
2479,2008,Paris 1,Paris Est,2,48.8468,2.34488,48.83915,2.58747
2480,2008,Paris 1,Rennes 2,1,48.8468,2.34488,48.12064,-1.70333
2481,2008,Paris 1,Versailles-St Quentin en Yvelines,1,48.8468,2.34488,48.79959,2.14159
2482,2008,Paris 10,Besancon,1,48.90245,2.21238,47.2408,6.02265
2483,2008,Paris 10,Lyon 1,1,48.90245,2.21238,45.77962,4.86518
2484,2008,Paris 10,Orleans,1,48.90245,2.21238,47.85065,1.93397
2485,2008,Paris 10,Paris 5,1,48.90245,2.21238,48.851906,2.340105
2486,2008,Paris 10,Paris Est,1,48.90245,2.21238,48.83915,2.58747
2487,2008,Paris 10,"Paris, INALCO",1,48.90245,2.21238,48.8274,2.37608
2488,2008,Paris 10,Tours,1,48.90245,2.21238,47.38376,0.67367
2489,2008,Paris 11,Bordeaux 1,2,48.70997,2.1531,44.809966,-0.596578
2490,2008,Paris 11,Clermont-Ferrand 2,1,48.70997,2.1531,45.77056,3.08791
2491,2008,Paris 11,Lille 1,1,48.70997,2.1531,50.6314,3.07497
2492,2008,Paris 11,Paris 5,2,48.70997,2.1531,48.851906,2.340105
2493,2008,Paris 11,Paris 6,5,48.70997,2.1531,48.851304,2.340246
2494,2008,Paris 11,Paris 7,1,48.70997,2.1531,48.851906,2.340105
2495,2008,Paris 11,Versailles-St Quentin en Yvelines,1,48.70997,2.1531,48.79959,2.14159
2496,2008,Paris 13,"Lyon, Ecole normale superieure",1,48.95793,2.34071,45.7337,4.83376
2497,2008,Paris 2,Poitiers,1,48.8468,2.34488,46.58596,0.34601
2498,2008,Paris 3,Cergy-Pontoise,1,48.8489,2.34313,49.03889,2.07415
2499,2008,Paris 3,Lille 3,1,48.8489,2.34313,50.6314,3.07497
2500,2008,Paris 3,Metz,1,48.8489,2.34313,48.6962,6.17634
2501,2008,Paris 3,Paris 1,1,48.8489,2.34313,48.8468,2.34488
2502,2008,Paris 3,Paris 4,1,48.8489,2.34313,48.851304,2.340246
2503,2008,Paris 4,Aix-Marseille 1,1,48.851304,2.340246,43.2935,5.35781
2504,2008,Paris 4,Dijon,1,48.851304,2.340246,47.31274,5.06637
2505,2008,Paris 4,Lyon 1,1,48.851304,2.340246,45.77962,4.86518
2506,2008,Paris 4,Lyon 2,1,48.851304,2.340246,45.7492,4.83714
2507,2008,Paris 4,Lyon 3,2,48.851304,2.340246,45.747027,4.860547
2508,2008,Paris 4,Montpellier 1,1,48.851304,2.340246,43.61583,3.87203
2509,2008,Paris 4,Nantes,1,48.851304,2.340246,47.2097,-1.55587
2510,2008,Paris 4,Paris Est,1,48.851304,2.340246,48.83915,2.58747
2511,2008,Paris 4,Poitiers,1,48.851304,2.340246,46.58596,0.34601
2512,2008,Paris 4,Rouen,1,48.851304,2.340246,49.4583,1.06895
2513,2008,Paris 5,Aix-Marseille 2,1,48.851906,2.340105,43.2935,5.35781
2514,2008,Paris 5,Limoges,1,48.851906,2.340105,45.8263,1.25917
2515,2008,Paris 5,Lyon 1,1,48.851906,2.340105,45.77962,4.86518
2516,2008,Paris 5,Paris Est,1,48.851906,2.340105,48.83915,2.58747
2517,2008,Paris 5,Rennes 1,1,48.851906,2.340105,48.11585,-1.67298
2518,2008,Paris 5,Toulouse 1,1,48.851906,2.340105,43.60656,1.43712
2519,2008,Paris 6,Bordeaux 1,1,48.851304,2.340246,44.809966,-0.596578
2520,2008,Paris 6,Brest,1,48.851304,2.340246,48.39803,-4.5077
2521,2008,Paris 6,Evry-Val d'Essonne,1,48.851304,2.340246,48.62425,2.42738
2522,2008,Paris 6,Lille 2,1,48.851304,2.340246,50.6314,3.07497
2523,2008,Paris 6,Paris 1,1,48.851304,2.340246,48.8468,2.34488
2524,2008,Paris 6,Paris 11,3,48.851304,2.340246,48.70997,2.1531
2525,2008,Paris 6,Paris 7,3,48.851304,2.340246,48.851906,2.340105
2526,2008,Paris 6,"Paris, ENMP",1,48.851304,2.340246,48.7132,2.19972
2527,2008,Paris 6,"Paris, Museum national d'histoire naturelle",1,48.851304,2.340246,48.84202,2.35616
2528,2008,Paris 6,Pau,1,48.851304,2.340246,43.31372,-0.36509
2529,2008,Paris 6,Rennes 1,2,48.851304,2.340246,48.11585,-1.67298
2530,2008,Paris 7,Aix-Marseille 2,1,48.851906,2.340105,43.2935,5.35781
2531,2008,Paris 7,Angers,1,48.851906,2.340105,47.478,-0.548273
2532,2008,Paris 7,Brest,1,48.851906,2.340105,48.39803,-4.5077
2533,2008,Paris 7,Paris 10,1,48.851906,2.340105,48.90245,2.21238
2534,2008,Paris 7,Paris 11,1,48.851906,2.340105,48.70997,2.1531
2535,2008,Paris 7,Paris 6,3,48.851906,2.340105,48.851304,2.340246
2536,2008,Paris 7,Paris Est,1,48.851906,2.340105,48.83915,2.58747
2537,2008,Paris 9,Lille 1,1,48.85464,2.33785,50.6314,3.07497
2538,2008,Paris 9,Toulouse 3,1,48.85464,2.33785,43.56287,1.46597
2539,2008,Paris Est,Caen,1,48.83915,2.58747,49.18884,-0.36382
2540,2008,"Paris, CNAM",Poitiers,1,48.867,2.35463,46.58596,0.34601
2541,2008,"Paris, INALCO",Aix-Marseille 1,1,48.8274,2.37608,43.2935,5.35781
2542,2008,"Paris, INALCO",Lyon 3,1,48.8274,2.37608,45.747027,4.860547
2543,2008,"Paris, Institut d'etudes politiques",Paris 5,1,48.85412,2.32842,48.851906,2.340105
2544,2008,"Paris, Museum national d'histoire naturelle",Paris 6,1,48.84202,2.35616,48.851304,2.340246
2545,2008,Poitiers,Caen,1,46.58596,0.34601,49.18884,-0.36382
2546,2008,Poitiers,Nantes,1,46.58596,0.34601,47.2097,-1.55587
2547,2008,Poitiers,Tours,1,46.58596,0.34601,47.38376,0.67367
2548,2008,Rennes 1,Lyon 1,2,48.11585,-1.67298,45.77962,4.86518
2549,2008,Rennes 1,Paris 3,1,48.11585,-1.67298,48.8489,2.34313
2550,2008,Rennes 1,Perpignan,1,48.11585,-1.67298,42.6844,2.89854
2551,2008,Rennes 2,Paris 11,1,48.12064,-1.70333,48.70997,2.1531
2552,2008,Rennes 2,Rennes 1,2,48.12064,-1.70333,48.11585,-1.67298
2553,2008,Rouen,Compiegne,1,49.4583,1.06895,49.40024,2.800108
2554,2008,Rouen,Rennes 2,1,49.4583,1.06895,48.12064,-1.70333
2555,2008,Saint-Etienne,Caen,1,45.42472,4.39264,49.18884,-0.36382
2556,2008,Strasbourg 1,Mulhouse,1,48.57872,7.76465,47.7323,7.31485
2557,2008,Strasbourg 2,Nancy 2,1,48.57872,7.76465,48.6962,6.17634
2558,2008,Strasbourg 3,Nancy 2,1,48.57872,7.76465,48.6962,6.17634
2559,2008,Toulouse 1,Bordeaux 4,1,43.60656,1.43712,44.809966,-0.596578
2560,2008,Toulouse 1,Montpellier 2,1,43.60656,1.43712,43.61583,3.87203
2561,2008,Toulouse 2,Aix-Marseille 1,1,43.57954,1.40235,43.2935,5.35781
2562,2008,Toulouse 3,"Lyon, Ecole normale superieure (sciences)",1,43.56287,1.46597,45.7337,4.83376
2563,2008,Toulouse 3,Nantes,1,43.56287,1.46597,47.2097,-1.55587
2564,2008,Toulouse 3,Paris 11,1,43.56287,1.46597,48.70997,2.1531
2565,2008,Toulouse 3,Paris 5,1,43.56287,1.46597,48.851906,2.340105
2566,2008,Toulouse 3,Pau,1,43.56287,1.46597,43.31372,-0.36509
2567,2008,Toulouse 3,"Saint-Etienne, EMSE",1,43.56287,1.46597,48.7132,2.19972
2568,2008,Toulouse 3,Toulouse 1,1,43.56287,1.46597,43.60656,1.43712
2569,2008,Toulouse 3,Toulouse 2,1,43.56287,1.46597,43.57954,1.40235
2570,2008,"Toulouse, INPT","Lyon, INSA",1,43.56287,1.46597,45.783,4.87798
2571,2008,Tours,Amiens,1,47.38376,0.67367,49.87584,2.26446
2572,2008,Tours,Bordeaux 1,1,47.38376,0.67367,44.809966,-0.596578
2573,2008,Tours,Paris 11,1,47.38376,0.67367,48.70997,2.1531
2574,2008,Tours,Universite de Tours. UFR de medecine,1,47.38376,0.67367,47.38376,0.67367
2575,2008,Tours,Versailles-St Quentin en Yvelines,1,47.38376,0.67367,48.79959,2.14159
2576,2008,Universite Louis Pasteur (Strasbourg),Perpignan,1,48.57872,7.76465,42.6844,2.89854
2577,2008,Universite Louis Pasteur (Strasbourg),Strasbourg 1,3,48.57872,7.76465,48.57872,7.76465
2578,2008,Universite Louis Pasteur (Strasbourg),Strasbourg 3,1,48.57872,7.76465,48.57872,7.76465
2579,2008,Universite Marc Bloch (Strasbourg),Limoges,1,48.57872,7.76465,45.8263,1.25917
2580,2008,Universite Marc Bloch (Strasbourg),Metz,2,48.57872,7.76465,48.6962,6.17634
2581,2008,Universite Marc Bloch (Strasbourg),Rouen,1,48.57872,7.76465,49.4583,1.06895
2582,2008,Universite Marc Bloch (Strasbourg),Strasbourg 1,1,48.57872,7.76465,48.57872,7.76465
2583,2008,Universite Marc Bloch (Strasbourg),Strasbourg 2,3,48.57872,7.76465,48.57872,7.76465
2584,2008,Universite Marc Bloch (Strasbourg),Universite Louis Pasteur (Strasbourg),1,48.57872,7.76465,48.57872,7.76465
2585,2008,Universite Paris-Est Creteil Val de Marne (UPEC),Paris 5,1,48.78852,2.4437,48.851906,2.340105
2586,2008,Universite Paris-Est Creteil Val de Marne (UPEC),Paris Est,1,48.78852,2.4437,48.83915,2.58747
2587,2008,Universite Paris-Est Creteil Val de Marne (UPEC),Toulouse 1,1,48.78852,2.4437,43.60656,1.43712
2588,2008,Universite Pierre Mendes France (Grenoble),Nancy 1,1,45.19159,5.76726,48.6962,6.17634
2589,2008,Universite Robert Schuman (Strasbourg),Avignon,1,48.57872,7.76465,43.95005,4.81789
2590,2008,Universite Stendhal (Grenoble),Grenoble 2,1,45.19159,5.76726,45.19159,5.76726
2591,2008,Universite Stendhal (Grenoble),Paris 3,1,45.19159,5.76726,48.8489,2.34313
2592,2008,Universite de Marne-la-Vallee,Rouen,1,48.6962,6.17634,49.4583,1.06895
2593,2008,"Vandoeuvre-les-Nancy, INPL",Aix-Marseille 2,1,48.6962,6.17634,43.2935,5.35781
2594,2008,"Vandoeuvre-les-Nancy, INPL",Montpellier 1,1,48.6962,6.17634,43.61583,3.87203
2595,2008,"Vandoeuvre-les-Nancy, INPL",Nancy 1,1,48.6962,6.17634,48.6962,6.17634
2596,2008,Versailles-St Quentin en Yvelines,Paris 6,1,48.79959,2.14159,48.851304,2.340246
2597,2009,Aix-Marseille 1,Aix-Marseille 2,1,43.2935,5.35781,43.2935,5.35781
2598,2009,Aix-Marseille 1,Lille 3,1,43.2935,5.35781,50.6314,3.07497
2599,2009,Aix-Marseille 1,Lyon 2,1,43.2935,5.35781,45.7492,4.83714
2600,2009,Aix-Marseille 1,Paris 3,1,43.2935,5.35781,48.8489,2.34313
2601,2009,Aix-Marseille 2,Bordeaux 1,1,43.2935,5.35781,44.809966,-0.596578
2602,2009,Aix-Marseille 2,Clermont-Ferrand 1,1,43.2935,5.35781,45.77056,3.08791
2603,2009,Aix-Marseille 2,Lyon 2,1,43.2935,5.35781,45.7492,4.83714
2604,2009,Aix-Marseille 2,Nice,1,43.2935,5.35781,43.71693,7.26664
2605,2009,Aix-Marseille 2,Orleans,1,43.2935,5.35781,47.85065,1.93397
2606,2009,Aix-Marseille 2,Paris 6,2,43.2935,5.35781,48.851304,2.340246
2607,2009,Aix-Marseille 3,Aix-Marseille 2,1,43.2935,5.35781,43.2935,5.35781
2608,2009,Aix-Marseille 3,Rennes 1,1,43.2935,5.35781,48.11585,-1.67298
2609,2009,Amiens,Caen,1,49.87584,2.26446,49.18884,-0.36382
2610,2009,Besancon,Paris 10,1,47.2408,6.02265,48.90245,2.21238
2611,2009,Bordeaux,Angers,1,44.809966,-0.596578,47.478,-0.548273
2612,2009,Bordeaux 1,Lyon 1,1,44.809966,-0.596578,45.77962,4.86518
2613,2009,Bordeaux 1,Paris Est,1,44.809966,-0.596578,48.83915,2.58747
2614,2009,Bordeaux 2,Lille 2,1,44.809966,-0.596578,50.6314,3.07497
2615,2009,Bordeaux 2,Nantes,1,44.809966,-0.596578,47.2097,-1.55587
2616,2009,Bordeaux 2,Paris 4,1,44.809966,-0.596578,48.851304,2.340246
2617,2009,Bordeaux 3,Aix-Marseille 2,1,44.8015,-0.615058,43.2935,5.35781
2618,2009,Bordeaux 3,Pau,1,44.8015,-0.615058,43.31372,-0.36509
2619,2009,Caen,Nancy 2,1,49.18884,-0.36382,48.6962,6.17634
2620,2009,Clermont-Ferrand 1,Cergy-Pontoise,1,45.77056,3.08791,49.03889,2.07415
2621,2009,Clermont-Ferrand 2,Clermont-Ferrand 1,1,45.77056,3.08791,45.77056,3.08791
2622,2009,Compiegne,Angers,1,49.40024,2.800108,47.478,-0.548273
2623,2009,Compiegne,"Rennes, INSA",1,49.40024,2.800108,48.1216,-1.63297
2624,2009,Dijon,La Rochelle,1,47.31274,5.06637,46.14774,-1.15504
