"Universite2","Universite1","Nom","Annee1","Annee2","Lat1","Long1","Lat2","Long2"
"Compiegne","Universite Louis Pasteur (Strasbourg)","Christine Divry",1994,2003,48.57872,7.76465,49.40024,2.800108
"Compiegne","Paris 1","Charles Lenay",1989,2011,48.8468,2.34488,49.40024,2.800108
"Compiegne","Amiens","Anne Le Goff",2013,2018,49.87584,2.26446,49.40024,2.800108
"Compiegne","Rouen","Claude Moulin",1998,2008,49.4583,1.06895,49.40024,2.800108
"Compiegne","Paris 6","Frederic Marin",2001,2012,48.851304,2.340246,49.40024,2.800108
"Compiegne","Nice","Alessandro Correa Victorino",2002,2015,43.71693,7.26664,49.40024,2.800108
"Compiegne","Lille 1","Christophe Forgez",1998,2010,50.6314,3.07497,49.40024,2.800108
"Compiegne","Universite Louis Pasteur (Strasbourg)","Jean-Michel Salanskis",1986,2005,48.57872,7.76465,49.40024,2.800108
"Compiegne","Bordeaux 1","Philippe Girard",1999,2000,44.809966,-0.596578,49.40024,2.800108
"Compiegne","Rennes 1","Nathalie Molines",1996,2013,48.11585,-1.67298,49.40024,2.800108
"Dijon","Paris 10","Jean-Christophe Kroll",1991,2006,48.90245,2.21238,47.31274,5.06637
"Dijon","Clermont-Ferrand 2","Jacques Thierry",1993,1985,45.77056,3.08791,47.31274,5.06637
"Dijon","Paris 7","Catherine Vergely-Vandriesse",1999,2012,48.851906,2.340105,47.31274,5.06637
"Dijon","Paris 7","Jean-Francois Ferveur",1990,2009,48.851906,2.340105,47.31274,5.06637
"Dijon","Paris 11","Jean-Paul Belon",1989,1992,48.70997,2.1531,47.31274,5.06637
"Dijon","Bordeaux 1","Sebastien Chevalier",2009,2008,44.809966,-0.596578,47.31274,5.06637
"Dijon","Paris 7","Corinne Leloup",1995,2011,48.851906,2.340105,47.31274,5.06637
"Dijon","Strasbourg 1","Bertrand Schmitt",1991,2001,48.57872,7.76465,47.31274,5.06637
"Dijon","Lille 3","Guy Thiebaut",1993,2003,50.6314,3.07497,47.31274,5.06637
"Dijon","Nantes","Michel Germain",1991,1990,47.2097,-1.55587,47.31274,5.06637
"Dijon","Paris 5","Patrick Mayen",1997,2011,48.851906,2.340105,47.31274,5.06637
"Dijon","Lille 1","Emmanuelle Vennin",1996,2014,50.6314,3.07497,47.31274,5.06637
"Dijon","Paris 8","Serge Wolikow",1990,1998,48.946,2.36213,47.31274,5.06637
"Dijon","Paris 1","Jean Gayon",1989,1993,48.8468,2.34488,47.31274,5.06637
"Dijon","Paris 5","Laurent Delva",1995,2015,48.851906,2.340105,47.31274,5.06637
"Dijon","Strasbourg","Jacques Bonnet",2012,2012,48.57872,7.76465,47.31274,5.06637
"Dijon","Paris 7","Magid Ali Bouacha",1991,2000,48.851906,2.340105,47.31274,5.06637
"Dijon","Universite Robert Schuman (Strasbourg)","Helene Tourard",1998,2013,48.57872,7.76465,47.31274,5.06637
"Dijon","Nancy 1","Francois Brunotte",1990,2005,48.6962,6.17634,47.31274,5.06637
"Dijon","Paris 5","Bruno David",1990,1990,48.851906,2.340105,47.31274,5.06637
"Dijon","Paris 3","Marianne Camus",1995,2011,48.8489,2.34313,47.31274,5.06637
"Dijon","Paris 4","Jean-Claude Gens",1999,2013,48.851304,2.340246,47.31274,5.06637
"Dijon","Montpellier 1","Marc Filser",1985,1992,43.61583,3.87203,47.31274,5.06637
"Dijon","Paris 2","Jean-Luc Pissaloux",1993,2016,48.8468,2.34488,47.31274,5.06637
"Dijon","Montpellier 1","Luc Thiebaut",1992,2002,43.61583,3.87203,47.31274,5.06637
"Dijon","Paris 6","Xavier Grosmaitre",2001,2015,48.851304,2.340246,47.31274,5.06637
"Dijon","Paris 5","Herve Benony",1989,1999,48.851906,2.340105,47.31274,5.06637
"Dijon","Paris 4","Vincent Tabbagh",1988,2007,48.851304,2.340246,47.31274,5.06637
"Dijon","Lyon 2","Henry Daniels",1988,2011,45.7492,4.83714,47.31274,5.06637
"Dijon","Paris 6","Christine Parent",1987,1993,48.851304,2.340246,47.31274,5.06637
"Dijon","Lyon 1","Christian Steinberg",1987,2010,45.77962,4.86518,47.31274,5.06637
"Dijon","Lyon 1","Gisele Laguerre",1985,2008,45.77962,4.86518,47.31274,5.06637
"Dijon","Lyon 1","Marc Maynadie",1996,2006,45.77962,4.86518,47.31274,5.06637
"Dijon","Besancon","Jean-Jacques Boutaud",1988,2007,47.2408,6.02265,47.31274,5.06637
"Dijon","Paris 9","Denis Meuret",1985,2010,48.85464,2.33785,47.31274,5.06637
"Dijon","Toulouse 3","Michel Prevot",1990,1993,43.56287,1.46597,47.31274,5.06637
"Dijon","Paris 4","Pierre Guenancia",1997,2008,48.851304,2.340246,47.31274,5.06637
"Dijon","Nancy 2","Alain Saint-Denis",1992,2007,48.6962,6.17634,47.31274,5.06637
"Dijon","Paris 10","Christian Michelot",1997,1995,48.90245,2.21238,47.31274,5.06637
"Dijon","Toulouse 3","Jacques Grober",1997,2013,43.56287,1.46597,47.31274,5.06637
"Dijon","Bordeaux 3","Philippe Meunier",1995,1996,44.8015,-0.615058,47.31274,5.06637
"Dijon","Nancy 1","Bruno Martin",2005,2008,48.6962,6.17634,47.31274,5.06637
"Dijon","Paris 4","Olivier Soutet",1986,1992,48.851304,2.340246,47.31274,5.06637
"Dijon","Compiegne","Michel Pousson",1990,2000,49.40024,2.800108,47.31274,5.06637
"Dijon","Lyon 3","Emmanuel Dockes",1992,2006,45.747027,4.860547,47.31274,5.06637
"Dijon","Clermont-Ferrand 2","Pierre Barret",2007,1992,45.77056,3.08791,47.31274,5.06637
"Dijon","Toulouse 1","Jean-Francois Giret",1998,2016,43.60656,1.43712,47.31274,5.06637
"Dijon","Lyon 3","Hubert Bosse-Platiere",2000,2009,45.747027,4.860547,47.31274,5.06637
"Dijon","Aix-Marseille 1","Gilles Sauron",1992,2001,43.2935,5.35781,47.31274,5.06637
"Dijon","Toulouse 3","Franck Denat",1993,2007,43.56287,1.46597,47.31274,5.06637
"Dijon","Paris 4","Philippe Monneret",1996,2014,48.851304,2.340246,47.31274,5.06637
"Dijon","Paris 9","Samuel Mercier",1997,2014,48.85464,2.33785,47.31274,5.06637
"Dijon","Toulouse 3","Jean-Cyrille Hierso",1997,2012,43.56287,1.46597,47.31274,5.06637
"Dijon","Rennes 2","Benoit Garnot",1985,1996,48.12064,-1.70333,47.31274,5.06637
"Dijon","Nancy 2","Paulette Chone",1988,1999,48.6962,6.17634,47.31274,5.06637
"Dijon","Strasbourg 1","Francois Graf",1987,1987,48.57872,7.76465,47.31274,5.06637
"Dijon","Bordeaux 1","Laurent Martin",1999,2007,44.809966,-0.596578,47.31274,5.06637
"Dijon","Aix-Marseille 3","Melina Douchy-Oudot",1996,2010,43.2935,5.35781,47.31274,5.06637
"Dijon","Toulouse 3","Philippe Castel",1993,2000,43.56287,1.46597,47.31274,5.06637
"Dijon","Paris 6","Bertrand Mathieu",2008,2004,48.851304,2.340246,47.31274,5.06637
"Dijon","Paris 1","Louis de Mesnard",1988,1997,48.8468,2.34488,47.31274,5.06637
"Dijon","Paris 4","Anne Charlon",1987,2012,48.851304,2.340246,47.31274,5.06637
"Dijon","dijon","Remy Cachon",1993,2003,47.31274,5.06637,47.31274,5.06637
"Dijon","Caen","Robert Chapuis",1987,1994,49.18884,-0.36382,47.31274,5.06637
"Dijon","Bordeaux 1","David Masson",2002,2014,44.809966,-0.596578,47.31274,5.06637
"Dijon","Lyon 1","Gerard Lizard",1989,2010,45.77962,4.86518,47.31274,5.06637
"Dijon","Toulouse 3","Michel Prevot",1990,1987,43.56287,1.46597,47.31274,5.06637
"Dijon","Paris 4","Jean-Marie Fritz",1990,2004,48.851304,2.340246,47.31274,5.06637
"Dijon","Lille 3","Aline Pourkier",1987,2008,50.6314,3.07497,47.31274,5.06637
"Ecole centrale de Lille","Besancon","Bruno Francois",2013,2010,47.2408,6.02265,50.60648,3.13757
"Ecole centrale de Lille","Strasbourg","Sebastien Paul",2012,2017,48.57872,7.76465,50.60648,3.13757
"Ecole centrale de Lille","Clermont-Ferrand 2","Ahmed Rahmani",1988,2013,45.77056,3.08791,50.60648,3.13757
"Ecole centrale de Lille","Lille 1","Zoubeir Lafhaj",1998,2012,50.6314,3.07497,50.60648,3.13757
"Ecole centrale de Lille","Toulouse, INPT","Nouria Fatah",1991,2017,43.56287,1.46597,50.60648,3.13757
"Ecole centrale de Nantes","Montpellier 2","Laurent Laguerre",2009,2018,43.61583,3.87203,47.2491,-1.54786
"Ecole centrale de Nantes","Rennes, INSA","Sebastien Briot",2007,2018,48.1216,-1.63297,47.2491,-1.54786
"Ecole centrale de Nantes","Nantes","Zhenyu Yin",2006,2017,47.2097,-1.55587,47.2491,-1.54786
"Ecole centrale de Nantes","La Rochelle","Ouali Amiri",1998,2018,46.14774,-1.15504,47.2491,-1.54786
"Ecole centrale de Nantes","Nantes","Pierre Ferrant",1988,2010,47.2097,-1.55587,47.2491,-1.54786
"Ecole centrale de Nantes","Clermont-Ferrand 2","Olivier Roux",2011,2019,45.77056,3.08791,47.2491,-1.54786
"Ecole centrale de Nantes","Paris 6","Frederic Alain Grondin",2005,2018,48.851304,2.340246,47.2491,-1.54786
"Ecole centrale de Nantes","Ecole nationale des ponts et chaussees (France)","Philippe Tamagny",1996,2012,48.8411,2.58822,47.2491,-1.54786
"Ecole centrale de Nantes","Nantes","Bertrand Garnier",1990,2012,47.2097,-1.55587,47.2491,-1.54786
"Ecole centrale de Nantes","Ecole nationale des ponts et chaussees (France)","Ferhat Hammoum",1993,2017,48.8411,2.58822,47.2491,-1.54786
"Ecole centrale de Nantes","Montpellier 1","Patrick Richard",1990,2016,43.61583,3.87203,47.2491,-1.54786
"Ecole centrale de Nantes","Nantes","Damien Chablat",1998,2011,47.2097,-1.55587,47.2491,-1.54786
"Ecole centrale de Nantes","Tours","Odile Bellenguez-Morineau",2006,2018,47.38376,0.67367,47.2491,-1.54786
"Ecole centrale de Nantes","Caen","Jeremie Bourdon",2002,2018,49.18884,-0.36382,47.2491,-1.54786
"Ecole centrale de Nantes","Nantes","Alain Glumineau",1992,2013,47.2097,-1.55587,47.2491,-1.54786
"Ecole centrale de Nantes","Nantes","Herve Le Sourne",1998,2018,47.2097,-1.55587,47.2491,-1.54786
"Ecole nationale des Mines d'Albi-Carmaux","Toulouse, INPT","Herve Pingaud",1988,2014,43.56287,1.46597,48.7132,2.19972
"Ecole nationale des ponts et chaussees (France)","Montpellier 1","Pierre Rossi",1989,2001,43.61583,3.87203,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Paris 11","Nicholas Ayache",1988,1994,48.70997,2.1531,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Marne-la-vallee, ENPC","Pierre Argoul",1990,2008,48.8411,2.58822,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Universite Louis Pasteur (Strasbourg)","PIERRE HUMBERT",1987,1998,48.57872,7.76465,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Paris 3","Pierre Delage",1985,1997,48.8489,2.34313,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Paris 6","Frederic Bourquin",1991,2002,48.851304,2.340246,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Universite Louis Pasteur (Strasbourg)","Michel Desbordes",1998,1998,48.57872,7.76465,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Paris 9","Pierre Servais",1985,2003,48.85464,2.33785,48.8411,2.58822
"Ecole nationale des ponts et chaussees (France)","Palaiseau, Ecole polytechnique","Alexandre Ern",1994,2002,48.71317,2.21022,48.8411,2.58822
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Brest","Sylvie Kerouedan",1998,2017,48.39803,-4.5077,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Strasbourg 1","Nicolas Montavont",2004,2017,48.57872,7.76465,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Universite Louis Pasteur (Strasbourg)","Patrick Meyer",1985,2019,48.57872,7.76465,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Bordeaux 2","Jean-Marie Bonnin",1990,2017,44.809966,-0.596578,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Paris, ENST","Frederic Guilloud",2004,2019,48.7132,2.19972,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Strasbourg","Michel Ney",2016,2018,48.57872,7.76465,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire","Palaiseau, Ecole polytechnique","Francois Rousseau",2004,2018,48.71317,2.21022,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Lille Douai","Toulouse, INPT","Eric Duviella",2005,2018,43.56287,1.46597,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Lille Douai","Lille 1","Jeremie Soulestin",2004,2018,50.6314,3.07497,48.7132,2.19972
"Ecole nationale superieure Mines-Telecom Lille Douai","Nantes","Rachid Zentar",1999,2018,47.2097,-1.55587,48.7132,2.19972
"Ecully, Ecole centrale de Lyon","Lyon 1","Daniel Henry",1986,2000,45.77962,4.86518,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Aix-Marseille 2","Alain Nicolas",1990,1990,43.2935,5.35781,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Lyon, INSA","Isabelle Trebinjac",1985,2006,45.783,4.87798,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Aix-Marseille 2","Hamda Ben Hadid",1989,1998,43.2935,5.35781,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Lyon 1","Louis Jezequel",1985,1991,45.77962,4.86518,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Paris 6","Guillaume Saint-Girons",2002,2010,48.851304,2.340246,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Aix-Marseille","Liming Chen",2013,2008,43.2935,5.35781,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Paris, CNAM","Pascal Simonet",2011,2010,48.867,2.35463,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Lyon 1","Alain Gagnaire",1986,1993,45.77962,4.86518,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Paris 5","Michel Roger",1985,1998,48.851906,2.340105,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Compiegne","Patrick Lyonnet",1991,1998,49.40024,2.800108,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Lyon 1","Christophe Donnet",1990,2000,45.77962,4.86518,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Montpellier 1","Jean-Michel Martin",1990,1987,43.61583,3.87203,45.78299,4.76927
"Ecully, Ecole centrale de Lyon","Lyon 1","Claudine Schmidt-Laine",1985,1989,45.77962,4.86518,45.78299,4.76927
"ENSMP","Paris 6","Philippe Pilvin",1990,1999,48.851304,2.340246,48.7132,2.19972
"ENSMP","Paris 4","Jacques Renard",2000,2000,48.851304,2.340246,48.7132,2.19972
"ENSMP","Paris, ENMP","Denis Clodic",1990,2003,48.7132,2.19972,48.7132,2.19972
"Evry-Val d'Essonne","Paris 1","Daniel Diatkine",1986,2000,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Paris 1","Xavier Fairise",1994,2011,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Paris 1","Daniele Trauman",1994,2007,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Paris 1","Emmanuel Duguet",1996,2010,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Paris 11","Francois Cottin",1999,2010,48.70997,2.1531,48.62425,2.42738
"Evry-Val d'Essonne","Paris 2","Frederic Rolin",1997,2006,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Paris 7","Francois Kepes",1985,2006,48.851906,2.340105,48.62425,2.42738
"Evry-Val d'Essonne","Universite Paris-Est Creteil Val de Marne (UPEC)","Jean-Louis Zentelin",1989,2015,48.78852,2.4437,48.62425,2.42738
"Evry-Val d'Essonne","Paris 10","Jean-Louis Loubet",1988,2006,48.90245,2.21238,48.62425,2.42738
"Evry-Val d'Essonne","Paris 1","Michel Guillard",1992,2003,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Universite Paris-Est Creteil Val de Marne (UPEC)","Christelle Monville",2000,2012,48.78852,2.4437,48.62425,2.42738
"Evry-Val d'Essonne","Paris 7","Catherine Beaucaire",1987,2014,48.851906,2.340105,48.62425,2.42738
"Evry-Val d'Essonne","Paris 6","Pierre Toulhoat",1987,2003,48.851304,2.340246,48.62425,2.42738
"Evry-Val d'Essonne","Orleans","Michel Boutillier",1991,2000,47.85065,1.93397,48.62425,2.42738
"Evry-Val d'Essonne","Paris 6","Claudine Medigue",1991,2011,48.851304,2.340246,48.62425,2.42738
"Evry-Val d'Essonne","Paris 11","Marc Aiguier",1995,2007,48.70997,2.1531,48.62425,2.42738
"Evry-Val d'Essonne","Lille 1","Emmanuel Jovelin",1998,2014,50.6314,3.07497,48.62425,2.42738
"Evry-Val d'Essonne","Paris 6","Laurent Denis",1999,2008,48.851304,2.340246,48.62425,2.42738
"Evry-Val d'Essonne","Ecole nationale des ponts et chaussees (France)","Nicolas Pollet",2004,2014,48.8411,2.58822,48.62425,2.42738
"Evry-Val d'Essonne","Paris 8","Stephen Bouquin",1999,2012,48.946,2.36213,48.62425,2.42738
"Evry-Val d'Essonne","Paris 1","Jerome Glachant",1994,2003,48.8468,2.34488,48.62425,2.42738
"Evry-Val d'Essonne","Montpellier 1","Thierry Laurent",1996,2008,43.61583,3.87203,48.62425,2.42738
"Evry, Institut national des telecommunications","Versailles-St Quentin en Yvelines","Tijani Chahed",2000,2010,48.79959,2.14159,48.7132,2.19972
"Evry, Institut national des telecommunications","Paris 6","Noel Crespi",2006,2010,48.851304,2.340246,48.7132,2.19972
"Evry, Institut national des telecommunications","Paris 6","Herve Debar",1993,2013,48.851304,2.340246,48.7132,2.19972
"Evry, Institut national des telecommunications","Evry-Val d'Essonne","Stephane Maag",2002,2014,48.62425,2.42738,48.7132,2.19972
"Evry, Institut national des telecommunications","Versailles-St Quentin en Yvelines","Mohamed Anis Laouiti",2002,2016,48.79959,2.14159,48.7132,2.19972
"Evry, Institut national des telecommunications","Paris 9","Jean-Luc Moriceau",1997,2011,48.85464,2.33785,48.7132,2.19972
"Evry, Institut national des telecommunications","Paris 6","Hakima Chaouchi",2004,2011,48.851304,2.340246,48.7132,2.19972
"Evry, Institut national des telecommunications","Paris 5","Pierre Vincent",1999,2005,48.851906,2.340105,48.7132,2.19972
"Evry, Institut national des telecommunications","Paris 6","Dominique Gaiti",1991,2004,48.851304,2.340246,48.7132,2.19972
"Grenoble","Paris 4","Dominique Rigaux",1985,2010,48.851304,2.340246,45.19159,5.76726
"Grenoble","Rennes 1","Bertrand Cabedoche",1987,2010,48.11585,-1.67298,45.19159,5.76726
"Grenoble","Montpellier 3","Michel Lafon",2009,2010,43.63279,3.86924,45.19159,5.76726
"Grenoble","Tours","Jacques Baille",1987,2010,47.38376,0.67367,45.19159,5.76726
"Grenoble","Universite Pierre Mendes France (Grenoble)","Liliane Bensahel",1994,2010,45.19159,5.76726,45.19159,5.76726
"Grenoble","Grenoble 2","Marc Favier",1993,2010,45.19159,5.76726,45.19159,5.76726
"Grenoble","Grenoble 2","Martial Mathieu",2001,2010,45.19159,5.76726,45.19159,5.76726
"Grenoble","Universite Pierre Mendes France (Grenoble)","Florence Chaltiel",1999,2010,45.19159,5.76726,45.19159,5.76726
"Grenoble","Grenoble 2","Claudine Offredi",1987,2010,45.19159,5.76726,45.19159,5.76726
"Grenoble","Universite Louis Pasteur (Strasbourg)","Daniel Llerena",1996,2010,48.57872,7.76465,45.19159,5.76726
"Grenoble","Universite Pierre Mendes France (Grenoble)","Catherine Blatier",1991,2010,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Paris 9","Denis Dupre",1996,2006,48.85464,2.33785,45.19159,5.76726
"Grenoble 2","Paris 1","Claude Martin",1986,1987,48.8468,2.34488,45.19159,5.76726
"Grenoble 2","Universite Pierre Mendes France (Grenoble)","Pierre Valette-Florence",1988,1998,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Paris 4","Alain Boutot",1985,1994,48.851304,2.340246,45.19159,5.76726
"Grenoble 2","Aix-Marseille 3","Martine Exposito",1992,2005,43.2935,5.35781,45.19159,5.76726
"Grenoble 2","Paris 4","Alain Blanc",1987,2003,48.851304,2.340246,45.19159,5.76726
"Grenoble 2","Universite Pierre Mendes France (Grenoble)","Charles Amourous",1991,2007,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Universite Pierre Mendes France (Grenoble)","Marie-Laure Gavard-Perret",1991,2006,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Paris 11","Patrice Fontaine",2009,2009,48.70997,2.1531,45.19159,5.76726
"Grenoble 2","Lille 2","Dominique Lefebvre",1989,1990,50.6314,3.07497,45.19159,5.76726
"Grenoble 2","Paris 3","Denis Vernant",1988,1999,48.8489,2.34313,45.19159,5.76726
"Grenoble 2","Lyon 3","Alain Fayolle",1996,2008,45.747027,4.860547,45.19159,5.76726
"Grenoble 2","Universite Pierre Mendes France (Grenoble)","Bernard Pecqueur",1987,2005,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Valenciennes","Dominique Lefebvre",1989,1990,50.32622,3.51056,45.19159,5.76726
"Grenoble 2","Montpellier 1","Eric Vial",2000,2007,43.61583,3.87203,45.19159,5.76726
"Grenoble 2","Paris, ENMP","Dominique Vinck",1991,2006,48.7132,2.19972,45.19159,5.76726
"Grenoble 2","Universite Pierre Mendes France (Grenoble)","Alain Pessin",1988,1994,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Universite Pierre Mendes France (Grenoble)","Philippe Warin",1992,2004,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Universite Stendhal (Grenoble)","Marie-Sylvie Poli",1985,2008,45.19159,5.76726,45.19159,5.76726
"Grenoble 2","Aix-Marseille 2","Gabriel Colletis",1987,2005,43.2935,5.35781,45.19159,5.76726
"Grenoble 3","Universite Marc Bloch (Strasbourg)","Claude Fintz",1989,2007,48.57872,7.76465,45.19159,5.76726
"Grenoble 3","Universite Stendhal (Grenoble)","Francoise Seguy",1990,2006,45.19159,5.76726,45.19159,5.76726
"Grenoble 3","Universite Stendhal (Grenoble)","Jean-Pierre Chevrot",1991,2007,45.19159,5.76726,45.19159,5.76726
"Grenoble 3","Besancon","Anita Gonzalez-Raymond",1987,2001,47.2408,6.02265,45.19159,5.76726
"Grenoble 3","Universite Stendhal (Grenoble)","Patrick Chezaud",1991,2005,45.19159,5.76726,45.19159,5.76726
"Grenoble 3","Paris 3","Johannes Bartuschat",1995,2004,48.8489,2.34313,45.19159,5.76726
"INSA de Rouen","Rouen","Georges Dupas",1987,2003,49.4583,1.06895,49.3852,1.06839
"INSA de Rouen","Rouen","Francois Trecourt",1987,2006,49.4583,1.06895,49.3852,1.06839
"INSA de Rouen","Rouen","Luc Vervisch",1991,2002,49.4583,1.06895,49.3852,1.06839
"INSA de Rouen","Rouen","Habib Abdulrab",1987,2004,49.4583,1.06895,49.3852,1.06839
"INSA de Rouen","Rouen","Jean-Pierre Pecuchet",1986,2001,49.4583,1.06895,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 6","Jean-Paul Montagner",1986,1996,48.851304,2.340246,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 7","Georges Boudon",1987,2001,48.851906,2.340105,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 7","Hugues Delorme",1994,1998,48.851906,2.340105,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 7","Pascal Bernard",1987,1998,48.851906,2.340105,49.3852,1.06839
"Institut de physique du globe (Paris)","Toulouse 3","Francois Cornet",1995,2000,43.56287,1.46597,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 6","Pierre Briole",1990,2003,48.851304,2.340246,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 7","Gauthier Hulot",1992,2004,48.851906,2.340105,49.3852,1.06839
"Institut de physique du globe (Paris)","Paris 7","Maria Zamora",1990,2002,48.851906,2.340105,49.3852,1.06839
"La Rochelle","Brest","Marie-Agnes Travers",2008,2018,48.39803,-4.5077,46.14774,-1.15504
"La Rochelle","Rennes 1","Agathe Van Lang",1992,2011,48.11585,-1.67298,46.14774,-1.15504
"La Rochelle","Compiegne","Carl Frelicot",1992,2012,49.40024,2.800108,46.14774,-1.15504
"La Rochelle","Paris 4","Bruno Marnot",1998,2014,48.851304,2.340246,46.14774,-1.15504
"La Rochelle","Rouen","Remy Mullot",1991,2010,49.4583,1.06895,46.14774,-1.15504
"La Rochelle","Toulouse 2","Bertrand Faure",2006,2005,43.57954,1.40235,46.14774,-1.15504
"La Rochelle","Bordeaux 1","Helene Gaudin",1994,2005,44.809966,-0.596578,46.14774,-1.15504
"La Rochelle","Tours","Olivier Chastel",1995,2014,47.38376,0.67367,46.14774,-1.15504
"La Rochelle","Lyon, INSA","Amina Meslem",1997,2012,45.783,4.87798,46.14774,-1.15504
"La Rochelle","Paris 4","Yvan Daniel",1998,2017,48.851304,2.340246,46.14774,-1.15504
"La Rochelle","Vandoeuvre-les-Nancy, INPL","Georges Louis",1988,1998,48.6962,6.17634,46.14774,-1.15504
"La Rochelle","Aix-Marseille 2","Francois Pasqualini",1990,1995,43.2935,5.35781,46.14774,-1.15504
"La Rochelle","Paris 1","Laurent Vidal",2003,2008,48.8468,2.34488,46.14774,-1.15504
"La Rochelle","Paris 4","Louis Marrou",1993,2010,48.851304,2.340246,46.14774,-1.15504
"La Rochelle","Compiegne","Xavier Feaugas",1994,2006,49.40024,2.800108,46.14774,-1.15504
"La Rochelle","Toulouse 3","Stephane Pinon",2012,2014,43.56287,1.46597,46.14774,-1.15504
"La Rochelle","Paris 4","Martine Acerra",1992,2003,48.851304,2.340246,46.14774,-1.15504
"La Rochelle","Paris 6","Eric Chaumillon",1995,2005,48.851304,2.340246,46.14774,-1.15504
"La Rochelle","Bordeaux 1","Wagdi Sabete Ghobrial",1994,2016,44.809966,-0.596578,46.14774,-1.15504
"La Rochelle","Paris 7","Karell Bertet",1998,2013,48.851906,2.340105,46.14774,-1.15504
"La Rochelle","Dijon","Gilles Bonnet",1990,2009,47.31274,5.06637,46.14774,-1.15504
"La Rochelle","Dijon","Agnes Michelot",1997,2013,47.31274,5.06637,46.14774,-1.15504
"La Rochelle","Montpellier 3","Didier Poton de Xaintrailles",1988,2009,43.63279,3.86924,46.14774,-1.15504
"La Rochelle","Toulouse 3","El-Hadi Zahzah",1992,2005,43.56287,1.46597,46.14774,-1.15504
"La Rochelle","Paris 2","Francois Letellier",2000,1997,48.8468,2.34488,46.14774,-1.15504
"Le Havre","Paris 1","Jean Morel",2007,1990,48.8468,2.34488,49.49647,0.12896
"Le Havre","Paris 7","Olivier Cadot",1995,2003,48.851906,2.340105,49.49647,0.12896
"Le Havre","Paris 11","Stephane Maingot",1985,2010,48.70997,2.1531,49.49647,0.12896
"Le Havre","Nancy 2","Gourmo Lo",1985,2013,48.6962,6.17634,49.49647,0.12896
"Le Havre","Paris 2","Gilles Lebreton",1988,1999,48.8468,2.34488,49.49647,0.12896
"Le Havre","Universite Stendhal (Grenoble)","Donna Andreolle",1998,2013,45.19159,5.76726,49.49647,0.12896
"Le Havre","Caen","Samuel Grandval",2000,2014,49.18884,-0.36382,49.49647,0.12896
"Le Havre","Paris 1","Frederic Gavrel",1991,2006,48.8468,2.34488,49.49647,0.12896
